condition	name	pvalue	X	combinedScore	enrichedSubstrates	zscore
A549_TNF_CHIR99021	MAP3K7	8.2976335545187e-05	38	0	['HNRNPU', 'RUVBL2', 'SMAD3', 'HIST1H4A', 'HSP90AA1', 'TUBB', 'HDAC4', 'E2F1', 'E2F4']	0
A549_TNF_CHIR99021	GSK-3-B	0.000218584591159588	39	0	['CEBPB', 'RELA', 'CCND1', 'MYC', 'HNRNPD']	0
A549_TNF_CHIR99021	MAPK9	0.000238337385330429	40	0	['ATF2', 'CCND1', 'MYC', 'JUNB', 'H2AFX', 'FOS', 'JUN', 'STAT3']	0
A549_TNF_CHIR99021	CDK6	0.000252783144378139	41	0	['RB1', 'CEBPA', 'H2AFY', 'RUNX1', 'RBL2']	0
A549_TNF_CHIR99021	IKK-A	0.000256571710113436	42	0	['NCOR2', 'CCND1', 'RELA']	0
A549_TNF_CHIR99021	CDK3	0.000333224565595563	43	0	['RB1', 'CCNH', 'E2F1', 'JUN', 'CDK2']	0
A549_TNF_CHIR99021	PRKCB	0.00035119919698527	44	0	['ATF2', 'JUNB', 'RUNX1', 'HIST1H3A', 'JUN', 'FLI1', 'TP73', 'BRCA1', 'STAT3', 'CCND1', 'BCL2', 'CDK1']	0
A549_TNF_CHIR99021	MAP2K1	0.000379568264521414	45	0	['CCND1', 'MYC', 'FOS', 'MAPK8', 'MAPK1', 'MAPK3', 'STAT3']	0
A549_TNF_CHIR99021	CHK2	0.000380049667795849	46	0	['CHEK2', 'E2F1', 'BRCA1']	0
A549_TNF_CHIR99021	CDK7	0.000477112164901643	47	0	['CCNH', 'BRCA1', 'GTF2F1', 'POLR2A', 'E2F1', 'CDK2', 'CDK1']	0
A549_TNF_CHIR99021	CDK9	0.000488439968710564	48	0	['RB1', 'CCNT1', 'POLR2A', 'NCOA2', 'SMAD3']	0
A549_TNF_CHIR99021	CDK5	0.000553876078479692	49	0	['RB1', 'CCAR2', 'MYC', 'HIF1A', 'BCL2', 'ATM', 'CDK16', 'NFE2L2', 'BRCA1', 'HTT', 'STAT3']	0
A549_TNF_CHIR99021	MAPK10	0.000572429706101003	50	0	['MYC', 'JUNB', 'FOS', 'JUN', 'CDKN2A', 'BCL2']	0
A549_TNF_CHIR99021	EGFR	0.000628383783022782	51	0	['CCND1', 'JUNB', 'PRKCD', 'PRKDC', 'HIST1H3A', 'JUN', 'ATM', 'HSP90AA1', 'FOS', 'STAT1', 'STAT3']	0
A549_TNF_CHIR99021	RPS6KA1	0.000683255602289656	52	0	['FOS', 'CEBPB', 'SRF', 'MAPK1', 'MAPK3', 'JUN', 'MXD1']	0
A549_TNF_CHIR99021	PKCEPSILON	0.000731882146263603	53	0	['JAK1', 'HSP90AA1', 'PRKCD', 'MAPK1', 'MAPK3', 'SP1', 'BCL2']	0
A549_TNF_CHIR99021	PRKCZ	0.000837347488405311	54	0	['JAK1', 'RELA', 'MAPK1', 'MAPK3', 'STAT3', 'SP1', 'PIN1']	0
A549_TNF_CHIR99021	AURKA	0.000837347488405311	55	0	['BRCA1', 'HIST2H3C', 'AURKA', 'HIST1H3A', 'SKI', 'PIN1', 'TP73']	0
A549_TNF_CHIR99021	ERBB2	0.000893714588127802	56	0	['ETS1', 'CCND1', 'CDK1', 'JAK1', 'HSP90AA1', 'NCOR1', 'STAT1', 'STAT3']	0
A549_TNF_CHIR99021	CHUK	0.000894399480698128	57	0	['CCND1', 'MYC', 'TUBB', 'PIAS1', 'NCOR2', 'NCOR1', 'RELA']	0
A549_TNF_CHIR99021	CSNK1E	0.000946262096758582	58	0	['CCND1', 'MYC', 'TUBB', 'CDKN2A', 'STAT1', 'SMARCA4']	0
A549_TNF_CHIR99021	CK2A2	0.00102347879101023	59	0	['MYC', 'HSP90AA1', 'HDAC2', 'RELA', 'JUN', 'KLF1']	0
A549_TNF_CHIR99021	DYRK1A	0.00105680101281454	60	0	['CCND1', 'POLR2A', 'SIRT1', 'SMARCA2', 'RUNX1']	0
A549_TNF_CHIR99021	CAMKIV	0.00123063886932976	61	0	['HDAC4', 'SRF', 'RELA']	0
A549_TNF_CHIR99021	PLK1	0.00137145463359984	62	0	['HNRNPU', 'CHEK2', 'MYC', 'TP73', 'BRCA1', 'SUZ12', 'CCNT1', 'YY1', 'CDK1', 'PIN1', 'TOPBP1', 'AURKA', 'RAD51']	0
A549_TNF_CHIR99021	RPS6KB1	0.00159346930922672	63	0	['CCAR2', 'TP63', 'PPARGC1A', 'CDKN2A', 'CDK1', 'MXD1']	0
A549_TNF_CHIR99021	AURKB	0.00184892884913259	64	0	['RB1', 'YY1', 'PRKDC', 'HIST1H3A', 'CDK1', 'PIN1', 'ATM', 'NELFE', 'AURKA']	0
A549_TNF_CHIR99021	MAP2K3	0.00201109535842047	65	0	['MAPK3', 'SMAD2', 'SMAD4', 'SMAD3', 'MAPK11']	0
A549_TNF_CHIR99021	CHEK2	0.00218634958715924	66	0	['RB1', 'BRCA1', 'CHEK2', 'E2F1', 'PML']	0
A549_TNF_CHIR99021	TTK	0.0026898524027261	67	0	['CHEK2', 'CDK2', 'CDK1', 'HSP90AA1', 'AURKA', 'E2F1', 'E2F4']	0
A549_TNF_CHIR99021	MAP3K20	0.00280109483846624	68	0	['HIST1H3A', 'CHEK2']	0
A549_TNF_CHIR99021	PIM1	0.00300007864943676	69	0	['MYC', 'SKP2', 'RELA', 'HIST1H3A', 'HBP1']	0
A549_TNF_CHIR99021	PRKAA1	0.00312958207077329	70	0	['RB1', 'PIAS1', 'CTBP1', 'NFE2L2', 'TP73', 'JAK1', 'SIRT2']	0
A549_TNF_CHIR99021	TBK1	0.00322907435823287	71	0	['RUVBL2', 'TUBB', 'RPL11', 'RELA', 'E2F1', 'STAT3']	0
A549_TNF_CHIR99021	AURORAA	0.00383823815980445	72	0	['BRCA1', 'CCND1', 'NCOR1', 'HDAC3', 'AURKA', 'CDK1']	0
A549_TNF_CHIR99021	NPM/ALK	0.00415465797096908	73	0	['MSH2', 'STAT1']	0
A549_TNF_CHIR99021	RET	0.00506008059226663	74	0	['MAPK8', 'MAPK1', 'MAPK3', 'STAT3']	0
A549_TNF_CHIR99021	IKBKB	0.00558709820250533	75	0	['HNRNPU', 'TP63', 'TUBB', 'FOS', 'RELA', 'CDKN2A']	0
A549_TNF_CHIR99021	PLK3	0.00600664554706281	76	0	['ATF2', 'HIF1A', 'CHEK2', 'JUN']	0
A549_TNF_CHIR99021	PKMYT1	0.0067265562902175	77	0	['SMARCA4', 'RAD51', 'CDK1']	0
A549_TNF_CHIR99021	CSNK2B	0.0067265562902175	78	0	['FOS', 'RUVBL2', 'CSNK2B']	0
A549_TNF_CHIR99021	MAP3K8	0.00673458829553139	79	0	['PIM1', 'HSP90AA1', 'MAPK1', 'MAPK3', 'CDK1']	0
A549_TNF_CHIR99021	RPS6KA5	0.00706432770307862	80	0	['SRF', 'RELA', 'HIST1H3A', 'STAT3']	0
A549_TNF_CHIR99021	CAMK2A	0.00731418018987996	81	0	['ETS1', 'CCAR2', 'CCND1', 'MYC', 'SMAD2', 'NCOR2', 'SRF']	0
A549_TNF_CHIR99021	PKR	0.00763647310219469	82	0	['JAK1', 'HSP90AA1', 'STAT1', 'STAT3']	0
A549_TNF_CHIR99021	TLK1	0.00852150952142324	83	0	['HIST1H3A', 'HNRNPD', 'ATM']	0
A549_TNF_CHIR99021	WEE1	0.00852150952142324	84	0	['HSP90AA1', 'CDK2', 'CDK1']	0
A549_TNF_CHIR99021	PKCIOTA	0.00887048059934734	85	0	['RELA', 'CCND1', 'RUVBL2', 'HSP90AA1']	0
A549_TNF_CHIR99021	IKKALPHA	0.00951428055825528	86	0	['HSP90AA1', 'RELA', 'NCOR2']	0
A549_TNF_CHIR99021	NLK	0.00953352815431471	87	0	['MYB', 'SMAD4', 'SETDB1', 'STAT3']	0
A549_TNF_CHIR99021	RSK3	0.00964128276479824	88	0	['MAPK1', 'MAPK3']	0
A549_TNF_CHIR99021	PBK	0.0105717491940499	89	0	['HIST1H3A', 'E2F4', 'JUN']	0
A549_TNF_CHIR99021	AURORA-A	0.0119175657890663	90	0	['BRCA1', 'AURKA']	0
A549_TNF_CHIR99021	VRK1	0.0128836742657547	91	0	['ATF2', 'HIST1H3A', 'JUN']	0
A549_TNF_CHIR99021	GSK3A	0.0133311165014144	92	0	['CCND1', 'MYC', 'CEBPA', 'CEBPB']	0
A549_TNF_CHIR99021	MELK	0.0141393385992253	93	0	['SMAD2', 'SMAD4', 'SMAD3']	0
A549_TNF_CHIR99021	PKCTHETA	0.0141906169047907	94	0	['PRKCD', 'MAPK8', 'MAPK1', 'MAPK3']	0
A549_TNF_CHIR99021	TRRAP	0.0144041333844583	95	0	['NCOR2', 'HUWE1']	0
A549_TNF_CHIR99021	IKBKE	0.0149097914673614	96	0	['SKP1', 'TUBB', 'CUL1', 'RELA', 'STAT1']	0
A549_TNF_CHIR99021	JAK3	0.0168524122734725	97	0	['JAK1', 'STAT1', 'EZH2']	0
A549_TNF_CHIR99021	MAPK7	0.0168524122734725	98	0	['ETS1', 'FOS', 'PML']	0
A549_TNF_CHIR99021	CAMKIIBETA	0.0169771778578876	99	0	['ETS1', 'JAK1', 'FOS', 'PPARGC1A']	0
A549_TNF_CHIR99021	JAK1	0.0183105023931757	100	0	['ETS1', 'HIST1H3A', 'STAT1']	0
A549_TNF_CHIR99021	EEF2K	0.0183105023931757	101	0	['MAPK8', 'SMARCA2', 'MAPK11']	0
A549_TNF_CHIR99021	TEC	0.0183105023931757	102	0	['SMARCA2', 'RUNX1', 'MAF']	0
A549_TNF_CHIR99021	PAK1	0.0192577661482707	103	0	['CCND1', 'PRKCD', 'CTBP1', 'HIST1H3A', 'HTT', 'AURKA']	0
A549_TNF_CHIR99021	DAPK1	0.0214308940998395	104	0	['MAPK3', 'SMARCA2', 'PIN1']	0
A549_TNF_CHIR99021	EIF2AK2	0.0214308940998395	105	0	['HTT', 'RUNX1', 'CDK1']	0
A549_TNF_CHIR99021	LYN	0.0220804223020658	106	0	['SPI1', 'YY1', 'CCND1', 'MYC', 'CSNK2A1', 'PRKCD', 'STAT1']	0
A549_TNF_CHIR99021	BRD2	0.0230491160585128	107	0	['RB1', 'RBL2']	0
A549_TNF_CHIR99021	ADRBK1	0.0230491160585128	108	0	['PRKCD', 'MAPK3']	0
A549_TNF_CHIR99021	CAMKIIALPHA	0.023519924755439	109	0	['ETS1', 'JAK1', 'CEBPB', 'SRF']	0
A549_TNF_CHIR99021	PKD1	0.0247397226612908	110	0	['MYB', 'HDAC4', 'MAPK8', 'JUN']	0
A549_TNF_CHIR99021	ACTR2B	0.0297271629070227	111	0	['SMAD2', 'SMAD3']	0
A549_TNF_CHIR99021	ALK	0.0304249804756154	112	0	['RELA', 'HSP90AA1', 'STAT3']	0
A549_TNF_CHIR99021	CDKN1B	0.0338751788594183	113	0	['CDK2']	0
A549_TNF_CHIR99021	BAZ1B	0.0338751788594183	114	0	['H2AFX']	0
A549_TNF_CHIR99021	TRIM33	0.0338751788594183	115	0	['SMAD4']	0
A549_TNF_CHIR99021	HASPIN	0.0338751788594183	116	0	['HIST1H3A']	0
A549_TNF_CHIR99021	PCNA	0.0338751788594183	117	0	['CDK2']	0
A549_TNF_CHIR99021	TGM2	0.0338751788594183	118	0	['HIST1H3A']	0
A549_TNF_CHIR99021	EP400	0.0338751788594183	119	0	['TRRAP']	0
A549_TNF_CHIR99021	LYK5	0.0338751788594183	120	0	['SMAD4']	0
A549_TNF_CHIR99021	DYRK2	0.0344972928072146	121	0	['MYC', 'JUN', 'STAT3']	0
A549_TNF_CHIR99021	PDGFRBETA	0.0366340913517248	122	0	['MAX', 'PRKCD', 'STAT3']	0
A549_TNF_CHIR99021	RIPK1	0.0411069789481607	123	0	['TUBB', 'PML', 'ETV6']	0
A549_TNF_CHIR99021	PAK2	0.0476337676011679	124	0	['MYC', 'SMAD2', 'JUN', 'HIST1H4A']	0
A549_TNF_CHIR99021	CDK13	0.0492276233728479	125	0	['HUWE1', 'POLR2A']	0
A549_TNF_CHIR99021	MAP3K1	0.0493581224663214	126	0	['RUVBL2', 'HIST1H4A', 'HSP90AA1', 'TUBB', 'DDB1', 'STAT3']	0
A549_TNF_CHIR99021	GTF2F1	0.0503830276785262	127	0	['GTF2F1']	0
A549_TNF_CHIR99021	IKKBETA	0.0508359007630559	128	0	['RELA', 'STAT3', 'FOS']	0
A549_TNF_CHIR99021	INSR	0.051344503854939	129	0	['CCND1', 'FOS', 'JUN', 'STAT1']	0
A549_TNF_CHIR99021	DMPK	0.0535581503409488	130	0	['SRF', 'SP1']	0
A549_TNF_CHIR99021	MARK4	0.0535581503409488	131	0	['SMARCA4', 'MAPK11']	0
A549_TNF_CHIR99021	FYN	0.0551235922061172	132	0	['SPI1', 'PRKCD', 'FOS', 'SIRT2', 'STAT1', 'CCND1', 'NFE2L2']	0
A549_TNF_CHIR99021	PRKCI	0.0560824779894198	133	0	['DDB1', 'SP1', 'EZH2']	0
A549_TNF_CHIR99021	FLT3	0.0580183021557894	134	0	['H2AFY', 'RUNX1']	0
A549_TNF_CHIR99021	HIPK1	0.0626024581237998	135	0	['SMARCA2', 'MYB']	0
A549_TNF_CHIR99021	GSK3ALPHA	0.0644145117923868	136	0	['CCND1', 'MYC', 'JUN']	0
A549_TNF_CHIR99021	MAPK12	0.0655407455569054	137	0	['ATF2', 'CCND1', 'FOS', 'JUN']	0
A549_TNF_CHIR99021	FRK	0.0673051493066459	138	0	['BRCA1', 'FOS']	0
A549_TNF_CHIR99021	CK1ALPHA	0.0677203273908169	139	0	['RB1', 'FOS', 'JUN', 'ATM']	0
A549_TNF_CHIR99021	RPS6KA4	0.0721210550350486	140	0	['RELA', 'HIST1H3A']	0
A549_TNF_CHIR99021	MARK3	0.0770449995032171	141	0	['SMARCA2', 'DDB1']	0
A549_TNF_CHIR99021	MOK	0.0820719484238632	142	0	['MYC', 'JUN']	0
A549_TNF_CHIR99021	ABL	0.0826635980276171	143	0	['RAD51', 'CDK2', 'TP73']	0
A549_TNF_CHIR99021	TGFBR1	0.0925333827074154	144	0	['TP63', 'SMAD2', 'STAT1']	0
A549_TNF_CHIR99021	UHMK1	0.0977225337741194	145	0	['SMAD2', 'SMAD4']	0
A549_TNF_CHIR99021	CAM-KIV	0.0982449508533562	146	0	['HDAC4']	0
A549_TNF_CHIR99021	PKM	0.0982449508533562	147	0	['STAT3']	0
A549_TNF_CHIR99021	PRKACB	0.103113875208041	148	0	['STAT1', 'FOS']	0
A549_TNF_CHIR99021	CAMK2D	0.103113875208041	149	0	['HDAC4', 'SMAD4']	0
A549_TNF_CHIR99021	NEK6	0.108585060548298	150	0	['STAT3', 'RBL2']	0
A549_TNF_CHIR99021	PRKCQ	0.113635018563497	151	0	['SPI1', 'SIRT2', 'HIST1H3A']	0
A549_TNF_CHIR99021	CHK1	0.113660514967784	152	0	['TP73']	0
A549_TNF_CHIR99021	NIK	0.113660514967784	153	0	['CEBPB']	0
A549_TNF_CHIR99021	HSPB8	0.113660514967784	154	0	['MAPK3']	0
A549_TNF_CHIR99021	BTK	0.117316865300922	155	0	['GTF2I', 'FOS', 'JUN']	0
A549_TNF_CHIR99021	ZAP70	0.119750077461188	156	0	['UBE2L3', 'MAPK11']	0
A549_TNF_CHIR99021	PKC-B	0.12881441268319	157	0	['ATF2']	0
A549_TNF_CHIR99021	RSK-1	0.12881441268319	158	0	['CEBPB']	0
A549_TNF_CHIR99021	MTOR	0.13665020948947	159	0	['MYC', 'JUN', 'POLR2A', 'STAT3']	0
A549_TNF_CHIR99021	PKAALPHA	0.1397286408381	160	0	['CDK16', 'FOS', 'RELA', 'AURKA']	0
A549_TNF_CHIR99021	BCR/ABL	0.14371105392269	161	0	['RAD51']	0
A549_TNF_CHIR99021	MAPK13	0.144274635042907	162	0	['ATF2', 'FOS', 'JUN']	0
A549_TNF_CHIR99021	AURORAB	0.15640535906989	163	0	['RB1', 'AURKA', 'CDK1']	0
A549_TNF_CHIR99021	BARK1	0.15640535906989	164	0	['PRKCD', 'MAPK3', 'PIN1']	0
A549_TNF_CHIR99021	RSK-2	0.158354774827093	165	0	['FOS']	0
A549_TNF_CHIR99021	PRKAA2	0.160755571770051	166	0	['PPARGC1A', 'TFAP2A']	0
A549_TNF_CHIR99021	MAP2K2	0.166810278132958	167	0	['MAPK1', 'MAPK3']	0
A549_TNF_CHIR99021	LCK	0.16820769627858	168	0	['SPI1', 'PRKCD', 'MAPK1', 'MAPK3', 'STAT1']	0
A549_TNF_CHIR99021	PRKCE	0.168841841140622	169	0	['ATF2', 'MAPK3', 'STAT3']	0
A549_TNF_CHIR99021	PKC-Z	0.172749838970581	170	0	['RELA']	0
A549_TNF_CHIR99021	RIPK2	0.185197607335418	171	0	['HSP90AA1', 'TUBB']	0
A549_TNF_CHIR99021	BRD4	0.186900438578068	172	0	['POLR2A']	0
A549_TNF_CHIR99021	JNK3	0.186900438578068	173	0	['JUN']	0
A549_TNF_CHIR99021	MAP3K14	0.188983506663696	174	0	['HNRNPU', 'RUVBL2', 'TUBB', 'RPL11']	0
A549_TNF_CHIR99021	PKCALPHA	0.19944526640466	175	0	['MYC', 'PRKCD', 'BCL2', 'JAK1']	0
A549_TNF_CHIR99021	TRKB	0.200810695686618	176	0	['FOS']	0
A549_TNF_CHIR99021	PDGFRALPHA	0.200810695686618	177	0	['JAK1']	0
A549_TNF_CHIR99021	NEK2	0.20385801614589	178	0	['AURKA', 'CDK1']	0
A549_TNF_CHIR99021	MAP3K3	0.227843316022132	179	0	['RUVBL2', 'HIST1H4A', 'TUBB', 'DDB1', 'PFDN5']	0
A549_TNF_CHIR99021	SRM	0.241139604341482	180	0	['RUVBL2']	0
A549_TNF_CHIR99021	PKC-D	0.241139604341482	181	0	['STAT3']	0
A549_TNF_CHIR99021	IGF1R	0.24806040977721	182	0	['JAK1', 'FOS']	0
A549_TNF_CHIR99021	GRK3	0.266896348892244	183	0	['SMARCA2']	0
A549_TNF_CHIR99021	BMP2K	0.279447328999885	184	0	['RUNX1']	0
A549_TNF_CHIR99021	CDC42BPB	0.279447328999885	185	0	['CDK16']	0
A549_TNF_CHIR99021	SRPK3	0.279447328999885	186	0	['SIRT2']	0
A549_TNF_CHIR99021	PTK7	0.279447328999885	187	0	['DDB1']	0
A549_TNF_CHIR99021	LMTK3	0.279447328999885	188	0	['ZBTB16']	0
A549_TNF_CHIR99021	PXK	0.279447328999885	189	0	['SMARCA2']	0
A549_TNF_CHIR99021	SCYL2	0.279447328999885	190	0	['NFYA']	0
A549_TNF_CHIR99021	AKT2	0.286212444060983	191	0	['HIST1H3A', 'PPARGC1A']	0
A549_TNF_CHIR99021	PDK-1	0.291784951727677	192	0	['PRKCD']	0
A549_TNF_CHIR99021	CDK12	0.291784951727677	193	0	['POLR2A']	0
A549_TNF_CHIR99021	TIE1	0.291784951727677	194	0	['MAPK11']	0
A549_TNF_CHIR99021	PKCETA	0.291784951727677	195	0	['PRKCD']	0
A549_TNF_CHIR99021	SIK3	0.291784951727677	196	0	['SMARCA2']	0
A549_TNF_CHIR99021	MINK1	0.291784951727677	197	0	['SMAD2']	0
A549_TNF_CHIR99021	WEE2	0.291784951727677	198	0	['CDK1']	0
A549_TNF_CHIR99021	CDK20	0.303912818139977	199	0	['CDK2']	0
A549_TNF_CHIR99021	CDK18	0.303912818139977	200	0	['SIRT2']	0
A549_TNF_CHIR99021	PKN3	0.303912818139977	201	0	['GATA2']	0
A549_TNF_CHIR99021	BRSK2	0.303912818139977	202	0	['CDK16']	0
A549_TNF_CHIR99021	PKA-A	0.303912818139977	203	0	['RELA']	0
A549_TNF_CHIR99021	NTRK3	0.303912818139977	204	0	['FOS']	0
A549_TNF_CHIR99021	RIPK3	0.30882083331679	205	0	['RUVBL2', 'HSP90AA1', 'TUBB']	0
A549_TNF_CHIR99021	SMG1	0.315834468990697	206	0	['HUWE1']	0
A549_TNF_CHIR99021	PIM3	0.315834468990697	207	0	['PML']	0
A549_TNF_CHIR99021	MAP3K4	0.315834468990697	208	0	['TRRAP']	0
A549_TNF_CHIR99021	TLK2	0.315834468990697	209	0	['ASF1A']	0
A549_TNF_CHIR99021	CAM-KII-A	0.315834468990697	210	0	['ETS1']	0
A549_TNF_CHIR99021	GSG2	0.315834468990697	211	0	['HIST1H3A']	0
A549_TNF_CHIR99021	PNCK	0.315834468990697	212	0	['HSP90AA1']	0
A549_TNF_CHIR99021	MAPK15	0.315834468990697	213	0	['JUN']	0
A549_TNF_CHIR99021	SGK1	0.31787671049905	214	0	['HTT', 'MAPK1']	0
A549_TNF_CHIR99021	PRKG1	0.324176047367611	215	0	['GTF2I', 'SRF']	0
A549_TNF_CHIR99021	MAP3K6	0.327553385664716	216	0	['MAPK8']	0
A549_TNF_CHIR99021	SIK1	0.327553385664716	217	0	['NCOR2']	0
A549_TNF_CHIR99021	MAP4K4	0.327553385664716	218	0	['SMARCA4']	0
A549_TNF_CHIR99021	MAPK6	0.327553385664716	219	0	['DDB1']	0
A549_TNF_CHIR99021	MAPKAPK2	0.330460854198107	220	0	['PIAS1', 'SRF']	0
A549_TNF_CHIR99021	CDK16	0.339072991212533	221	0	['SMARCA4']	0
A549_TNF_CHIR99021	CSNK1G1	0.339072991212533	222	0	['RELA']	0
A549_TNF_CHIR99021	MAP3K11	0.339072991212533	223	0	['PIN1']	0
A549_TNF_CHIR99021	PIK3CA	0.339072991212533	224	0	['SMARCA2']	0
A549_TNF_CHIR99021	MERTK	0.339072991212533	225	0	['STAT3']	0
A549_TNF_CHIR99021	DYRK3	0.339072991212533	226	0	['SIRT1']	0
A549_TNF_CHIR99021	AURKC	0.339072991212533	227	0	['HIST1H3A']	0
A549_TNF_CHIR99021	CAMK2G	0.339072991212533	228	0	['STAT1']	0
A549_TNF_CHIR99021	PDHK1	0.349214979795008	229	0	['HSP90AA1', 'PRKCD']	0
A549_TNF_CHIR99021	PAK5	0.350396651288545	230	0	['GATA1']	0
A549_TNF_CHIR99021	GRK6	0.350396651288545	231	0	['ETS1']	0
A549_TNF_CHIR99021	MYLK	0.361527675140627	232	0	['MAPK3']	0
A549_TNF_CHIR99021	PIM2	0.361527675140627	233	0	['MYC']	0
A549_TNF_CHIR99021	EPHB3	0.361527675140627	234	0	['SMARCA4']	0
A549_TNF_CHIR99021	EPHA8	0.361527675140627	235	0	['SMARCA4']	0
A549_TNF_CHIR99021	ICK	0.361527675140627	236	0	['SIRT2']	0
A549_TNF_CHIR99021	WNK1	0.361527675140627	237	0	['SMARCA2']	0
A549_TNF_CHIR99021	ROCK1	0.361621875490552	238	0	['SRF', 'HIST1H3A']	0
A549_TNF_CHIR99021	PRKD1	0.367793125616272	239	0	['TFAP2A', 'JUN']	0
A549_TNF_CHIR99021	TYK2	0.367793125616272	240	0	['JAK1', 'STAT3']	0
A549_TNF_CHIR99021	RPS6KA2	0.37246931651273	241	0	['MAPK3']	0
A549_TNF_CHIR99021	FES	0.37246931651273	242	0	['JAK1']	0
A549_TNF_CHIR99021	MKNK1	0.37246931651273	243	0	['MAPK3']	0
A549_TNF_CHIR99021	PRKG2	0.383224774590579	244	0	['RUNX1']	0
A549_TNF_CHIR99021	ACVR1	0.383224774590579	245	0	['STAT1']	0
A549_TNF_CHIR99021	FGFR3	0.383224774590579	246	0	['STAT1']	0
A549_TNF_CHIR99021	AKT3	0.393797194903475	247	0	['PRKCD']	0
A549_TNF_CHIR99021	PKBGAMMA	0.393797194903475	248	0	['RELA']	0
A549_TNF_CHIR99021	BRAF	0.393797194903475	249	0	['SMARCA2']	0
A549_TNF_CHIR99021	TNK2	0.393797194903475	250	0	['HIST1H4A']	0
A549_TNF_CHIR99021	IRAK1	0.393797194903475	251	0	['STAT3']	0
A549_TNF_CHIR99021	LATS1	0.393797194903475	252	0	['CDK1']	0
A549_TNF_CHIR99021	DYRK1B	0.404189670224167	253	0	['CCND1']	0
A549_TNF_CHIR99021	BMX	0.404189670224167	254	0	['PIM1']	0
A549_TNF_CHIR99021	LKB1	0.404189670224167	255	0	['PPARGC1A']	0
A549_TNF_CHIR99021	CAMK4	0.404189670224167	256	0	['RELA']	0
A549_TNF_CHIR99021	STK3	0.404189670224167	257	0	['HIST1H3A']	0
A549_TNF_CHIR99021	GRK2	0.404189670224167	258	0	['SMAD2']	0
A549_TNF_CHIR99021	PKC-A	0.410296744917079	259	0	['SRF', 'NFE2L2']	0
A549_TNF_CHIR99021	FLT1	0.414405241446353	260	0	['ETS1']	0
A549_TNF_CHIR99021	CSNK1A1	0.416258594390094	261	0	['CCAR2', 'RELA']	0
A549_TNF_CHIR99021	CAMKIIDELTA	0.424446898419224	262	0	['JAK1']	0
A549_TNF_CHIR99021	PKN1	0.424446898419224	263	0	['HIST1H3A']	0
A549_TNF_CHIR99021	AXL	0.424446898419224	264	0	['STAT3']	0
A549_TNF_CHIR99021	FER	0.424446898419224	265	0	['STAT3']	0
A549_TNF_CHIR99021	PLK2	0.434317580849918	266	0	['TP73']	0
A549_TNF_CHIR99021	MAPKAPK5	0.434317580849918	267	0	['MAPK11']	0
A549_TNF_CHIR99021	YES1	0.434317580849918	268	0	['PRKCD']	0
A549_TNF_CHIR99021	EPHB1	0.444020179107263	269	0	['STAT3']	0
A549_TNF_CHIR99021	STK4	0.444020179107263	270	0	['H2AFX']	0
A549_TNF_CHIR99021	BMPR1B	0.444020179107263	271	0	['SMAD2']	0
A549_TNF_CHIR99021	CSK	0.453557535038537	272	0	['PML']	0
A549_TNF_CHIR99021	PDGFRB	0.453557535038537	273	0	['PRKCD']	0
A549_TNF_CHIR99021	MAP3K5	0.462932442793527	274	0	['MAPK8']	0
A549_TNF_CHIR99021	PKG1CGKI	0.472147649621272	275	0	['SP1']	0
A549_TNF_CHIR99021	ITK	0.481205856614652	276	0	['ETS1']	0
A549_TNF_CHIR99021	ARAF	0.490109719553948	277	0	['PRKCD']	0
A549_TNF_CHIR99021	MARK2	0.490109719553948	278	0	['HDAC4']	0
A549_TNF_CHIR99021	STK11	0.507464814003689	279	0	['SMAD4']	0
A549_TNF_CHIR99021	MAP2K7	0.507464814003689	280	0	['MAPK8']	0
A549_TNF_CHIR99021	HCK	0.507464814003689	281	0	['SPI1']	0
A549_TNF_CHIR99021	KIT	0.507464814003689	282	0	['STAT3']	0
A549_TNF_CHIR99021	ABL2	0.515921136979121	283	0	['CEBPB']	0
A549_TNF_CHIR99021	MAP2K6	0.54043486712939	284	0	['MAPK11']	0
A549_TNF_CHIR99021	PRKD2	0.548329028459445	285	0	['ETS1']	0
A549_TNF_CHIR99021	EPHB2	0.548329028459445	286	0	['GTF2I']	0
A549_TNF_CHIR99021	CSNK1D	0.548329028459445	287	0	['HIF1A']	0
A549_TNF_CHIR99021	PTK2	0.556088547050237	288	0	['SUMO1']	0
A549_TNF_CHIR99021	PAK3	0.556088547050237	289	0	['CCND1']	0
A549_TNF_CHIR99021	PRKCG	0.56371570304513	290	0	['HSP90AA1']	0
A549_TNF_CHIR99021	PKBBETA	0.56371570304513	291	0	['RELA']	0
A549_TNF_CHIR99021	KDR	0.585825225167526	292	0	['ETS1']	0
A549_TNF_CHIR99021	MAP2K4	0.59294497457931	293	0	['MAPK8']	0
A549_TNF_CHIR99021	FGR	0.59294497457931	294	0	['HSP90AA1']	0
A549_TNF_CHIR99021	CK1DELTA	0.613583279187644	295	0	['CDK1']	0
A549_TNF_CHIR99021	PLK4	0.620229149536391	296	0	['CDK1']	0
A549_TNF_CHIR99021	PKAGAMMA	0.639493472514121	297	0	['RELA']	0
A549_TNF_CHIR99021	TRIM24	0.702187583927604	298	0	['TGIF1']	0
A549_TNF_CHIR99021	PKCGAMMA	0.722192815489256	299	0	['PRKCD']	0
